ID do Empregado,Primeiro nome,Sobrenome,Gênero,Idade,Viagem de negócios,Departamento,Distância de Casa (KM),Estado,Etnia,Educação,Campo da educação,Cargo de Trabalho,Estado civil,Salário,Nível de opção de ações,Ao longo do tempo,Data de contratação,Atrito,Anos na empresa,Anos na função mais recente,Anos desde a última promoção,Anos com gerente atual
7B98-EA6F,Gabriello,Clemente,Masculino,44,Algumas viagens,Tecnologia,23,California,Havaiano nativo,3,Sistemas de informação,Cientista de dados,Solteiro,108623,0,Não,41042,Não,10,3,3,8
C385-CDBE,Filide,Dinnies,Feminino,36,Algumas viagens,Tecnologia,41,New York,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,218940,0,Sim,41043,Não,10,6,8,5
64D6-0D5F,Sherwood,Furlow,Não-binário,37,Algumas viagens,Tecnologia,28,California,Negro ou afro-americano,3,Sistemas de informação,Gerente de análise,Solteiro,368494,0,Sim,41043,Não,10,8,9,6
9085-1FE8,Fan,Pizey,Feminino,35,Algumas viagens,Tecnologia,32,New York,Grupos étnicos mistos ou múltiplos,2,Estudos de Negócios,Cientista de dados,Casado,119917,1,Sim,41044,Não,10,5,7,4
9728-1A5B,Vernen,Rennie,Masculino,48,Algumas viagens,Vendas,33,New York,Grupos étnicos mistos ou múltiplos,2,Marketing,Executivo de vendas,Divorciado,191771,1,Não,41046,Não,10,0,10,4
3EB2-9111,Ginger,Blinde,Masculino,48,Algumas viagens,Tecnologia,26,Illinois,Branco,4,Sistemas de informação,Cientista de dados,Divorciado,35749,2,Não,41046,Não,10,7,7,8
C330-DAF4,Lonni,Lelievre,Feminino,34,Algumas viagens,Vendas,16,New York,Branco,2,Economia,Executivo de vendas,Divorciado,100710,1,Sim,41049,Não,10,10,10,2
041A-31B0,Gerri,Fullerlove,Feminino,34,Algumas viagens,Tecnologia,41,New York,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de software,Casado,50386,1,Não,41049,Não,10,8,9,10
8EE9-E86D,Conn,Mouser,Masculino,46,Algumas viagens,Recursos Humanos,45,Illinois,Branco,3,Recursos Humanos,Recrutador,Divorciado,48740,3,Sim,41049,Sim,10,8,9,6
692B-7152,Murry,Dominici,Masculino,47,Algumas viagens,Vendas,42,California,Asiático ou Asiático Americano,3,Marketing,Executivo de vendas,Casado,249553,1,Não,41049,Não,10,3,4,9
022A-0219,Francine,Fernez,Feminino,32,Viajante frequente,Tecnologia,14,Illinois,Índio Americano ou Nativo do Alasca,3,Estudos de Negócios,Engenheiro de software,Casado,86639,0,Não,41050,Não,10,3,9,5
2F85-AF81,Cassandre,Joubert,Não-binário,42,Algumas viagens,Tecnologia,12,California,Branco,4,Estudos de Negócios,Engenheiro de software senior,Casado,167089,1,Não,41053,Não,10,7,9,8
DFE3-6FA7,Eulalie,Critch,Feminino,43,Viajante frequente,Vendas,5,California,Índio Americano ou Nativo do Alasca,3,Marketing,Executivo de vendas,Solteiro,350525,0,Sim,41056,Sim,9,3,9,6
5B08-EF96,Karlen,Gulston,Feminino,36,Sem viagens,Tecnologia,28,California,Asiático ou Asiático Americano,4,Outro,Cientista de dados,Divorciado,77136,2,Não,41057,Não,10,10,10,10
52DD-757F,Danielle,Viste,Feminino,48,Sem viagens,Tecnologia,40,California,Branco,2,Sistemas de informação,Engenheiro de aprendizado de máquina,Divorciado,92884,1,Não,41059,Não,10,5,9,2
E7D3-03C9,Whitman,Schruyers,Masculino,42,Algumas viagens,Vendas,26,California,Branco,4,Marketing,Executivo de vendas,Solteiro,91179,0,Não,41059,Não,10,7,9,0
7C80-94E0,Celie,Jedrys,Feminino,33,Algumas viagens,Tecnologia,36,California,Asiático ou Asiático Americano,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,88726,0,Não,41275,Não,9,8,8,6
EE04-1533,Doralynne,Giacoboni,Feminino,47,Viajante frequente,Vendas,19,California,Índio Americano ou Nativo do Alasca,3,Graduação Técnica,Representante de vendas,Casado,46684,1,Não,41286,Não,9,4,9,3
67ED-A630,Adan,Fradgley,Masculino,29,Algumas viagens,Vendas,38,California,Asiático ou Asiático Americano,4,Marketing,Executivo de vendas,Casado,102061,1,Não,41291,Não,9,5,9,5
D351-C7E4,Doralin,Whiley,Feminino,42,Algumas viagens,Tecnologia,9,California,Asiático ou Asiático Americano,2,Sistemas de informação,Cientista de dados,Casado,73577,1,Não,41297,Não,9,9,9,6
86E2-73D1,Purcell,Keig,Masculino,39,Algumas viagens,Tecnologia,3,California,Negro ou afro-americano,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,81115,0,Não,41298,Não,9,2,4,0
8583-9174,Mimi,Mawditt,Feminino,46,Viajante frequente,Tecnologia,16,New York,Branco,2,Ciência da Computação,Engenheiro de software,Solteiro,100717,0,Sim,41304,Não,9,5,9,7
6176-3BEE,Trumaine,Nevett,Masculino,29,Algumas viagens,Vendas,20,New York,Negro ou afro-americano,3,Marketing,Executivo de vendas,Solteiro,149688,0,Sim,41309,Sim,2,2,2,2
AF58-5D1B,Jeri,MacDiarmid,Feminino,36,Algumas viagens,Tecnologia,35,New York,Branco,2,Ciência da Computação,Engenheiro de software,Casado,60585,2,Não,41310,Não,9,0,7,9
16FB-8835,Albina,Baston,Feminino,46,Viajante frequente,Tecnologia,24,New York,Branco,3,Ciência da Computação,Gerente de engenharia,Casado,514945,0,Sim,41310,Não,9,4,7,7
A71E-A9DC,Greta,Turneux,Feminino,31,Viajante frequente,Vendas,21,New York,Asiático ou Asiático Americano,3,Marketing,Executivo de vendas,Solteiro,253719,0,Não,41317,Não,9,2,4,3
CC2F-670E,Blake,Louys,Masculino,29,Viajante frequente,Tecnologia,26,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,78541,0,Sim,41328,Sim,6,5,5,2
67D7-9785,Corinne,Andreaccio,Feminino,38,Viajante frequente,Tecnologia,6,California,Negro ou afro-americano,3,Sistemas de informação,Engenheiro de software senior,Solteiro,126515,0,Não,41332,Não,9,7,9,4
F662-DEA5,Morley,Dmitriev,Masculino,38,Algumas viagens,Tecnologia,18,California,Negro ou afro-americano,2,Sistemas de informação,Cientista de dados,Casado,89362,0,Não,41334,Não,9,3,9,7
59DB-8465,Nancey,Luetkemeyers,Feminino,47,Viajante frequente,Recursos Humanos,3,California,Branco,3,Marketing,Executivo de RH,Casado,85744,2,Não,41335,Não,9,0,9,8
96F4-896C,Kerwin,Wheadon,Masculino,43,Sem viagens,Tecnologia,21,California,Branco,4,Sistemas de informação,Gerente de análise,Solteiro,280756,0,Não,41338,Não,9,8,8,3
8026-658D,Dana,Lobb,Masculino,36,Algumas viagens,Tecnologia,28,New York,Negro ou afro-americano,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,174019,1,Sim,41340,Não,9,8,9,1
F997-FE6C,Meryl,Slucock,Feminino,40,Algumas viagens,Tecnologia,17,New York,Branco,1,Sistemas de informação,Engenheiro de software,Casado,41601,0,Não,41341,Não,9,8,9,8
0C23-26DD,Bathsheba,Ablewhite,Feminino,35,Algumas viagens,Vendas,23,New York,Branco,3,Economia,Representante de vendas,Casado,81389,1,Não,41344,Não,9,3,7,5
7B9D-8612,Gizela,Pauncefoot,Feminino,32,Algumas viagens,Vendas,9,Illinois,Branco,2,Marketing,Executivo de vendas,Divorciado,133865,1,Sim,41345,Não,9,3,3,0
B3FE-D332,Josephine,Stickley,Feminino,30,Algumas viagens,Tecnologia,42,California,Branco,5,Ciência da Computação,Engenheiro de software,Casado,93181,0,Não,41348,Não,9,8,9,4
1054-9C3B,Elizabeth,Babbe,Feminino,30,Algumas viagens,Tecnologia,1,Illinois,Asiático ou Asiático Americano,4,Outro,Cientista de dados,Casado,40285,0,Sim,41354,Sim,1,1,1,0
1217-CE30,Marchelle,Duffield,Feminino,45,Algumas viagens,Vendas,34,California,Índio Americano ou Nativo do Alasca,3,Marketing,Executivo de vendas,Divorciado,173037,3,Não,41359,Não,9,4,9,3
4500-37EB,Haydon,Bastable,Masculino,30,Viajante frequente,Vendas,40,California,Grupos étnicos mistos ou múltiplos,2,Marketing,Representante de vendas,Divorciado,44632,1,Não,41359,Sim,1,0,0,0
AB03-8820,Daryle,Boarder,Masculino,43,Algumas viagens,Vendas,3,Illinois,Grupos étnicos mistos ou múltiplos,1,Economia,Gerente,Casado,313198,1,Não,41361,Não,9,5,9,2
DF11-9C46,Dulci,Sheryn,Feminino,32,Algumas viagens,Tecnologia,2,California,Grupos étnicos mistos ou múltiplos,2,Ciência da Computação,Engenheiro de software,Solteiro,152314,0,Sim,41363,Não,9,4,6,0
9937-CDF7,Galvin,Sawley,Masculino,28,Algumas viagens,Vendas,19,New York,Grupos étnicos mistos ou múltiplos,2,Marketing,Representante de vendas,Casado,56122,0,Sim,41364,Sim,7,5,5,0
2BEA-43B2,Clay,Carabine,Masculino,48,Algumas viagens,Tecnologia,44,Illinois,Branco,1,Ciência da Computação,Engenheiro de software,Solteiro,103198,0,Não,41367,Não,9,7,9,2
0DBC-596E,Dita,Perch,Não-binário,44,Algumas viagens,Tecnologia,14,California,Negro ou afro-americano,2,Ciência da Computação,Cientista de dados,Solteiro,92634,0,Sim,41370,Não,9,8,9,9
B09D-DFEC,Eustace,Skune,Masculino,47,Algumas viagens,Tecnologia,37,California,Branco,1,Sistemas de informação,Cientista de dados,Casado,62999,1,Não,41370,Não,9,2,3,7
8ED3-4377,Giusto,Raynes,Masculino,30,Algumas viagens,Tecnologia,33,California,Branco,3,Ciência da Computação,Engenheiro de software,Solteiro,78743,0,Não,41373,Não,9,2,7,4
C525-8BB9,Briggs,Pettet,Masculino,29,Algumas viagens,Tecnologia,14,New York,Negro ou afro-americano,3,Outro,Cientista de dados,Divorciado,70872,1,Não,41374,Não,9,2,7,9
1F0F-458C,Carrie,Scroyton,Feminino,29,Algumas viagens,Tecnologia,3,New York,Branco,3,Estudos de Negócios,Cientista de dados,Divorciado,60388,2,Sim,41375,Sim,5,1,3,1
9D3C-DA45,Broddy,Jardine,Masculino,32,Algumas viagens,Tecnologia,24,California,Havaiano nativo,3,Sistemas de informação,Cientista de dados,Casado,41857,1,Não,41376,Não,9,0,5,2
D13E-E661,Benson,Van De Cappelle,Masculino,36,Algumas viagens,Vendas,38,California,Branco,2,Marketing,Executivo de vendas,Casado,298558,1,Sim,41376,Não,9,4,4,7
618D-7685,Maridel,O'Hederscoll,Feminino,30,Algumas viagens,Tecnologia,26,California,Branco,3,Sistemas de informação,Cientista de dados,Solteiro,96170,0,Não,41379,Não,9,4,9,1
9825-45EF,Godfrey,Reynoollds,Não-binário,36,Sem viagens,Vendas,31,California,Grupos étnicos mistos ou múltiplos,2,Economia,Representante de vendas,Solteiro,56937,0,Não,41381,Não,9,5,8,2
1609-65E1,Vita,Cicchelli,Feminino,33,Viajante frequente,Tecnologia,34,Illinois,Asiático ou Asiático Americano,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,91407,0,Não,41381,Não,9,9,9,4
6965-C170,Joya,Hefford,Feminino,48,Algumas viagens,Vendas,32,New York,Branco,3,Graduação Técnica,Gerente,Casado,354336,1,Sim,41382,Não,9,1,2,9
F523-1135,Derrik,Seage,Masculino,29,Viajante frequente,Tecnologia,17,New York,Negro ou afro-americano,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Divorciado,129703,3,Não,41389,Não,9,6,6,3
465A-91D1,Ranna,Crosbie,Feminino,42,Algumas viagens,Vendas,36,New York,Outro,1,Marketing,Representante de vendas,Solteiro,43753,0,Não,41395,Não,9,0,1,1
2B7A-9C73,Bryanty,Wickersley,Não-binário,45,Viajante frequente,Tecnologia,17,California,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,123619,0,Sim,41395,Não,9,7,9,2
A2B5-823F,Adrian,Westhead,Não-binário,44,Algumas viagens,Tecnologia,32,California,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,257978,1,Sim,41396,Não,9,2,4,1
F838-C681,Shay,Casburn,Masculino,32,Algumas viagens,Tecnologia,22,Illinois,Negro ou afro-americano,4,Estudos de Negócios,Engenheiro de software,Casado,72688,1,Não,41400,Não,9,3,3,8
7F91-C628,Bertie,Suthren,Não-binário,36,Viajante frequente,Tecnologia,14,Illinois,Branco,1,Sistemas de informação,Cientista de dados,Solteiro,43358,0,Não,41401,Não,9,0,9,5
565B-C207,Seline,Ganny,Feminino,30,Sem viagens,Tecnologia,3,Illinois,Branco,3,Sistemas de informação,Cientista de dados,Casado,47338,1,Não,41402,Não,9,4,9,1
4DA0-81D7,Cole,Vost,Masculino,28,Algumas viagens,Recursos Humanos,34,California,Asiático ou Asiático Americano,2,Marketing,Executivo de RH,Solteiro,94534,0,Não,41405,Não,9,3,3,1
5818-560C,Donny,Tosh,Feminino,30,Algumas viagens,Tecnologia,26,California,Negro ou afro-americano,1,Ciência da Computação,Engenheiro de software senior,Divorciado,159438,2,Não,41416,Não,9,4,4,7
1363-6BF9,Mikel,Worrall,Masculino,36,Algumas viagens,Tecnologia,10,California,Outro,3,Estudos de Negócios,Engenheiro de software senior,Solteiro,189405,0,Não,41417,Não,9,4,6,7
05B0-755F,Sollie,Arnke,Masculino,44,Algumas viagens,Tecnologia,29,California,Asiático ou Asiático Americano,3,Ciência da Computação,Cientista de dados,Casado,57890,0,Não,41418,Não,9,8,8,8
4C62-5BE8,Cristine,Lambdon,Não-binário,39,Viajante frequente,Tecnologia,4,California,Branco,1,Estudos de Negócios,Engenheiro de software,Solteiro,87879,0,Sim,41419,Não,9,6,8,9
2523-EFD4,Vanny,Ruggen,Feminino,34,Algumas viagens,Tecnologia,14,New York,Branco,2,Sistemas de informação,Engenheiro de software senior,Solteiro,154405,0,Não,41421,Não,9,7,7,1
21B3-8491,Nicky,Janssens,Masculino,42,Algumas viagens,Tecnologia,37,California,Negro ou afro-americano,4,Ciência da Computação,Gerente de análise,Casado,244114,1,Não,41422,Não,9,6,7,0
F3CD-9B5B,Timothee,MacFadyen,Masculino,29,Algumas viagens,Vendas,12,Illinois,Asiático ou Asiático Americano,2,Marketing,Representante de vendas,Casado,97794,0,Não,41424,Sim,2,0,1,0
DCFE-F601,Bertram,Abrahami,Masculino,48,Algumas viagens,Tecnologia,36,Illinois,Branco,3,Sistemas de informação,Engenheiro de software senior,Solteiro,180561,0,Não,41426,Não,9,1,8,7
DD78-E811,Addy,Slimings,Feminino,38,Algumas viagens,Tecnologia,25,California,Asiático ou Asiático Americano,2,Outro,Cientista de dados,Casado,60549,1,Não,41430,Não,9,5,6,6
45D2-369E,Melvin,McGeneay,Masculino,30,Algumas viagens,Tecnologia,7,California,Branco,1,Sistemas de informação,Cientista de dados,Casado,70182,1,Não,41432,Não,9,8,9,8
0D8F-C0F3,Cathrine,Lankford,Feminino,29,Algumas viagens,Tecnologia,44,California,Asiático ou Asiático Americano,3,Estudos de Negócios,Cientista de dados,Divorciado,67578,1,Não,41435,Sim,1,0,0,0
6FE1-C8A8,Marchall,Burnes,Masculino,29,Algumas viagens,Vendas,35,New York,Negro ou afro-americano,2,Economia,Executivo de vendas,Casado,140962,0,Sim,41438,Sim,4,0,2,4
AB81-A3A0,Jerrome,Furney,Masculino,29,Algumas viagens,Vendas,14,California,Branco,4,Marketing,Executivo de vendas,Casado,96319,2,Não,41439,Não,9,1,4,5
6E7B-D50D,Anet,Dublin,Feminino,38,Algumas viagens,Tecnologia,12,California,Branco,1,Outro,Engenheiro de software senior,Casado,253077,1,Não,41440,Não,9,3,3,8
307F-9BFA,Elly,Kennan,Feminino,43,Algumas viagens,Tecnologia,21,New York,Branco,2,Ciência da Computação,Engenheiro de software,Casado,94499,1,Não,41447,Não,9,0,1,7
7F1C-20B8,Page,Sculpher,Feminino,39,Algumas viagens,Tecnologia,10,California,Grupos étnicos mistos ou múltiplos,2,Sistemas de informação,Cientista de dados,Divorciado,65796,1,Não,41457,Não,9,9,9,5
606E-A262,Parke,Loxton,Masculino,28,Algumas viagens,Tecnologia,27,California,Branco,1,Sistemas de informação,Gerente de análise,Casado,277344,0,Sim,41457,Sim,3,1,1,1
F890-975A,Hynda,Stonehouse,Feminino,48,Algumas viagens,Tecnologia,35,California,Grupos étnicos mistos ou múltiplos,2,Sistemas de informação,Gerente de engenharia,Divorciado,314656,1,Não,41464,Não,9,7,8,3
9C57-828C,Stearn,Bever,Masculino,31,Algumas viagens,Tecnologia,39,Illinois,Índio Americano ou Nativo do Alasca,3,Ciência da Computação,Engenheiro de software senior,Solteiro,242890,0,Não,41466,Não,9,3,3,9
8CF6-3079,Jaquenetta,Corkel,Feminino,27,Algumas viagens,Tecnologia,1,New York,Negro ou afro-americano,4,Ciência da Computação,Cientista de dados,Divorciado,40050,1,Sim,41471,Sim,1,0,0,0
5021-95FC,Louie,Trowsdall,Masculino,29,Algumas viagens,Vendas,44,California,Branco,3,Marketing,Gerente,Solteiro,377203,0,Sim,41471,Sim,5,4,4,0
CD0F-DE05,Prudence,Cockrell,Feminino,28,Sem viagens,Tecnologia,43,California,Branco,3,Ciência da Computação,Engenheiro de software,Solteiro,50175,0,Não,41473,Não,9,9,9,3
F430-0404,Randie,Mouth,Feminino,32,Sem viagens,Vendas,23,California,Asiático ou Asiático Americano,4,Economia,Executivo de vendas,Divorciado,237749,1,Não,41474,Não,9,1,6,6
1F12-DDDA,Farly,Drinan,Masculino,32,Sem viagens,Tecnologia,12,New York,Branco,4,Sistemas de informação,Engenheiro de software,Casado,111294,1,Não,41474,Não,9,2,9,4
BFE7-5EA8,Siobhan,Antognelli,Não-binário,41,Viajante frequente,Vendas,3,New York,Branco,3,Marketing,Executivo de vendas,Solteiro,248987,0,Não,41474,Não,9,5,9,5
549F-B3E7,Arlyne,Paylie,Feminino,41,Sem viagens,Vendas,34,New York,Branco,2,Marketing,Executivo de vendas,Casado,109747,1,Não,41475,Não,9,8,9,5
B303-8962,Lynne,Boomes,Feminino,39,Algumas viagens,Vendas,15,California,Grupos étnicos mistos ou múltiplos,3,Marketing,Executivo de vendas,Casado,136970,1,Não,41483,Não,9,4,8,2
B48C-47D0,Norman,Longmuir,Masculino,28,Viajante frequente,Vendas,28,New York,Grupos étnicos mistos ou múltiplos,3,Marketing,Representante de vendas,Solteiro,43939,0,Não,41484,Sim,6,1,4,3
CD4D-7BBA,Cristian,Massy,Masculino,43,Algumas viagens,Tecnologia,38,California,Branco,4,Ciência da Computação,Engenheiro de software,Casado,155786,1,Sim,41484,Não,9,0,7,5
7349-CCE0,Elisabeth,Pettyfar,Feminino,32,Algumas viagens,Tecnologia,7,California,Grupos étnicos mistos ou múltiplos,4,Ciência da Computação,Engenheiro de software,Divorciado,85568,1,Não,41486,Não,9,7,9,1
4316-C080,Padraig,Carnell,Masculino,34,Sem viagens,Tecnologia,25,California,Grupos étnicos mistos ou múltiplos,1,Ciência da Computação,Engenheiro de software senior,Casado,238630,1,Não,41491,Não,9,0,3,6
279C-7342,Amelita,Liveley,Não-binário,29,Viajante frequente,Vendas,31,California,Branco,4,Marketing,Executivo de vendas,Casado,100925,1,Sim,41494,Sim,3,1,1,1
819A-2C9C,Hillary,Atchly,Masculino,30,Sem viagens,Tecnologia,7,New York,Índio Americano ou Nativo do Alasca,3,Ciência da Computação,Cientista de dados,Casado,138989,1,Sim,41500,Não,9,2,4,8
9811-F345,Wells,Mulholland,Masculino,42,Algumas viagens,Tecnologia,40,California,Negro ou afro-americano,4,Ciência da Computação,Cientista de dados,Divorciado,142075,1,Não,41501,Não,9,9,9,4
A954-6310,Rosaline,Griffe,Feminino,29,Algumas viagens,Tecnologia,45,California,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,207952,1,Sim,41503,Não,9,9,9,7
8ACE-C5CE,Germana,Gulvin,Feminino,43,Algumas viagens,Vendas,38,New York,Índio Americano ou Nativo do Alasca,2,Marketing,Executivo de vendas,Casado,121510,1,Não,41504,Não,9,8,8,5
8365-EB74,Umberto,Wallentin,Masculino,40,Viajante frequente,Tecnologia,14,California,Asiático ou Asiático Americano,2,Sistemas de informação,Cientista de dados,Casado,43854,1,Não,41505,Não,9,4,9,2
2A04-49D1,Tallie,Le Pine,Não-binário,41,Algumas viagens,Tecnologia,11,California,Negro ou afro-americano,5,Sistemas de informação,Gerente de engenharia,Divorciado,372980,1,Não,41508,Não,9,1,2,3
52CC-3E9E,Ogdon,Madsen,Masculino,30,Viajante frequente,Tecnologia,13,California,Grupos étnicos mistos ou múltiplos,4,Ciência da Computação,Engenheiro de software,Divorciado,40321,1,Sim,41512,Sim,5,0,0,3
5B0E-31FB,Hasheem,Mance,Masculino,37,Algumas viagens,Tecnologia,22,New York,Branco,2,Sistemas de informação,Engenheiro de software,Solteiro,45927,0,Não,41512,Não,9,5,6,6
ED49-73D3,Carita,Frazier,Feminino,28,Algumas viagens,Vendas,18,Illinois,Branco,4,Marketing,Executivo de vendas,Solteiro,134427,0,Sim,41514,Não,9,9,9,2
B013-7D0C,Carline,Mort,Feminino,28,Algumas viagens,Tecnologia,24,California,Grupos étnicos mistos ou múltiplos,3,Sistemas de informação,Cientista de dados,Casado,46313,1,Sim,41516,Sim,1,1,1,0
134B-4157,Stearne,Axelbee,Masculino,37,Algumas viagens,Tecnologia,29,Illinois,Branco,3,Ciência da Computação,Gerente de análise,Casado,513608,0,Não,41520,Não,9,4,7,3
AB4A-E71A,Theodor,Smaleman,Masculino,43,Algumas viagens,Vendas,3,Illinois,Branco,3,Marketing,Gerente,Casado,429939,1,Sim,41522,Não,9,3,3,7
03EF-5904,Shepperd,Brittain,Masculino,31,Algumas viagens,Tecnologia,45,Illinois,Índio Americano ou Nativo do Alasca,3,Outro,Engenheiro de aprendizado de máquina,Casado,195261,1,Não,41526,Não,9,3,4,5
0C7B-2EA6,Oswell,McCloid,Masculino,34,Viajante frequente,Tecnologia,25,New York,Asiático ou Asiático Americano,2,Outro,Cientista de dados,Casado,39015,1,Não,41532,Não,9,5,6,4
1D35-190A,Carena,Devita,Feminino,35,Algumas viagens,Recursos Humanos,18,California,Asiático ou Asiático Americano,4,Marketing,Executivo de RH,Solteiro,132563,0,Sim,41539,Não,9,1,6,9
0868-097F,Modesty,Kingescot,Não-binário,33,Algumas viagens,Tecnologia,26,California,Branco,3,Sistemas de informação,Gerente de engenharia,Solteiro,267009,0,Não,41540,Não,9,0,1,7
4B6E-3C21,Heidie,McCrone,Feminino,32,Algumas viagens,Vendas,29,California,Branco,4,Economia,Executivo de vendas,Divorciado,68043,0,Não,41542,Sim,8,0,1,6
46ED-4007,Ulysses,Wathan,Masculino,34,Viajante frequente,Vendas,40,Illinois,Asiático ou Asiático Americano,3,Economia,Executivo de vendas,Casado,140097,0,Não,41544,Não,9,2,8,6
